HOLE:	995B
LEG:	164
TOP:	115.823997
BOTTOM:	663.092407
DEPTH_WMSF	SGR	CGR	THOR	URAN	POTA	W1NG	W2NG	W3NG	W4NG	W5NG
m	gAPI	gAPI	ppm	ppm	%	cps	cps	cps	cps	cps
151.6380	55.5287	25.7847	3.4302	3.3603	0.8236	121.0240	29.1528	13.2507	2.6503	2.6503
151.7904	57.1768	26.6135	3.6183	3.4528	0.8347	109.4422	42.6061	10.8609	4.1770	4.1769
151.9428	59.6693	27.2295	3.7014	3.6648	0.8541	140.5831	35.3671	17.6833	1.7685	0.8842
152.0952	59.2091	27.3949	3.7015	3.5941	0.8637	133.2729	38.8352	15.0043	3.5306	0.8826
152.2476	59.6462	29.7286	3.9201	3.3799	0.9564	107.8704	42.4409	12.3789	6.1891	0.8842
152.4000	60.3093	32.6598	4.2318	3.1236	1.0655	128.2058	51.2821	20.3354	4.4206	1.7684
152.5524	59.9804	35.6274	4.5389	2.7512	1.1776	139.3970	51.7531	10.0167	0.8348	3.3387
152.7048	59.0178	36.0523	4.5321	2.5945	1.2037	106.1023	54.8183	9.7261	1.7684	0.8844
152.8572	55.6980	35.3073	4.5314	2.3036	1.1605	130.9417	47.5391	12.5104	2.5020	4.1700
153.0096	58.6390	36.5714	4.8467	2.4930	1.1718	118.5317	39.2326	11.6863	0.8347	1.6694
153.1620	58.2081	36.8287	4.9342	2.4153	1.1695	132.5089	48.5860	15.0176	0.0002	0.8834
153.3144	61.6035	38.5768	5.2032	2.6014	1.2181	133.3929	39.7534	14.1337	3.5335	1.7668
153.4668	61.6214	38.0549	5.1636	2.6624	1.1955	143.9922	52.1197	4.4177	1.7668	2.6501
153.6192	59.7682	36.1659	4.9720	2.6664	1.1234	131.8580	45.1320	15.9288	2.6549	0.8851
153.7716	58.9862	35.8948	5.0268	2.6087	1.0968	124.4779	33.4181	10.0252	2.5061	2.5064
153.9240	56.7373	35.0337	4.9417	2.4519	1.0634	125.4415	53.8860	11.4843	0.0001	4.4167
154.0764	58.9806	36.8946	5.1633	2.4951	1.1280	122.0165	38.9040	14.1469	1.7682	0.0003
154.2288	59.1156	37.1724	5.0839	2.4790	1.1599	131.7757	45.8730	15.8461	0.0002	4.1700
154.3812	60.3956	38.3425	5.1094	2.4914	1.2230	119.2575	68.9041	8.8342	2.6501	2.6503
154.5336	59.4766	37.7837	5.0245	2.4507	1.2072	111.7608	60.0491	13.3444	1.6681	4.1700
154.6860	60.0252	37.4735	5.0777	2.5477	1.1786	128.0924	44.1698	12.3677	2.6501	1.7668
154.8384	62.2978	37.5398	5.2358	2.7970	1.1512	136.1627	47.7458	15.9146	1.7686	2.6526
154.9908	62.9787	36.6601	5.1589	2.9733	1.1152	136.4036	55.8009	7.9719	5.3142	4.4285
155.1432	62.1501	35.2703	4.9161	3.0367	1.0823	130.8573	45.0929	12.3785	0.8843	0.8842
155.2956	60.4437	33.4209	4.5789	3.0528	1.0412	125.9376	46.7058	13.3443	3.3363	0.8342
155.4480	58.4392	31.2266	4.2839	3.0743	0.9717	114.8407	50.3530	11.4841	6.1834	3.5334
155.6004	58.8940	29.7592	4.1271	3.2914	0.9173	110.0007	45.0004	10.8335	0.8333	0.0001
155.7528	60.2686	27.8524	3.9444	3.6621	0.8424	121.8699	50.9184	14.1902	0.8348	1.6694
155.9052	61.1564	27.3701	3.7987	3.8169	0.8431	124.5583	53.8869	12.3675	1.7668	0.8834
156.0576	60.6579	26.6660	3.5542	3.8402	0.8504	104.3325	51.2821	15.0309	0.8842	3.5367
156.2100	58.5700	26.3975	3.4264	3.6346	0.8600	133.6283	38.9381	11.5044	3.5398	2.6549
156.3624	61.0287	26.7899	3.5294	3.8680	0.8625	122.1239	45.1327	9.7345	1.7699	1.7699
156.5148	63.1484	28.1501	3.6000	3.9538	0.9278	136.9258	49.4700	9.7173	2.6502	0.8834
156.6672	66.7343	29.8946	3.7524	4.1619	0.9992	136.0424	55.6537	13.2509	4.4170	1.7668
156.8196	67.5324	30.8919	3.8038	4.1394	1.0472	134.1667	58.3333	17.5000	2.5000	0.8333
156.9720	64.8508	30.5516	3.7996	3.8749	1.0282	138.5643	51.7529	12.5209	2.5042	1.6694
157.1244	63.8928	31.3949	3.9590	3.6714	1.0458	121.1317	45.0928	13.2626	4.4209	4.4209
157.2768	63.0670	32.1106	4.1380	3.4972	1.0521	135.2254	56.7613	14.1903	3.3389	0.0000
157.4292	63.0449	31.7118	4.2623	3.5398	1.0043	133.3922	56.5371	10.6007	0.8834	1.7668
157.5816	61.5804	29.9580	4.0555	3.5725	0.9430	129.3823	39.2321	15.8598	0.8347	0.8347
157.7340	58.7726	28.4905	3.8663	3.4211	0.8950	139.6994	40.6720	12.3784	0.8842	2.6525
157.8864	59.0919	27.0630	3.7168	3.6184	0.8414	114.3573	42.5710	11.6861	4.1736	3.3389
158.0388	57.8086	25.8613	3.6830	3.6092	0.7781	127.0962	44.1306	9.7087	2.6478	1.7652
158.1912	57.8654	25.3252	3.7039	3.6761	0.7427	108.5142	50.0835	15.8598	0.0000	1.6694
158.3436	55.1506	25.3407	3.7623	3.3677	0.7321	111.5044	45.1327	11.5044	3.5398	2.6549
158.4960	54.8315	26.9187	3.9753	3.1534	0.7819	115.1920	33.3890	10.8514	4.1736	0.8347
158.6484	53.9336	26.9808	3.9318	3.0449	0.7941	128.9753	34.4523	15.0177	1.7668	3.5336
158.8008	55.3054	28.9554	4.1638	2.9768	0.8632	119.3656	38.3973	9.1820	3.3389	2.5042
158.9532	52.0802	28.3035	4.0361	2.6861	0.8505	121.0247	42.4028	13.2509	3.5336	2.6502
159.1056	55.7249	31.4920	4.5429	2.7377	0.9360	106.0100	36.7279	10.8514	2.5042	0.8347
159.2580	55.2880	31.2239	4.4698	2.7186	0.9348	152.0778	41.5561	16.7993	1.7683	0.8842
159.4104	58.0491	31.9476	4.5598	2.9488	0.9592	116.8614	45.0751	10.0167	2.5042	5.0083
159.5628	55.7806	31.0743	4.3372	2.7911	0.9523	126.3251	45.0530	5.3004	6.1837	0.0000
159.7152	57.7346	32.4408	4.5819	2.8575	0.9835	120.1413	54.7703	10.6007	2.6502	2.6502
159.8676	58.2374	33.4795	4.7218	2.7970	1.0164	133.5559	42.5710	15.8598	5.0083	3.3389
160.0200	57.2680	33.6634	4.7382	2.6667	1.0239	128.0919	42.4028	15.9011	2.6502	1.7668
160.1724	55.9816	33.2050	4.5350	2.5731	1.0373	137.9310	29.1777	15.9151	0.8842	1.7683
160.3248	57.9973	35.2409	4.7833	2.5708	1.1068	136.0424	42.4028	8.8339	3.5336	1.7668
160.4772	58.1482	35.4934	4.8217	2.5594	1.1139	131.6254	54.7703	21.2014	3.5336	3.5336
160.6296	56.4384	35.6043	4.8870	2.3537	1.1075	131.0518	38.3973	15.8598	0.8347	2.5042
160.7820	55.4071	35.3177	4.8226	2.2695	1.1035	123.5658	35.3045	14.1218	4.4131	0.8826
160.9344	55.0278	35.7431	4.7984	2.1786	1.1331	132.8321	47.6190	22.5564	2.5063	1.6708
161.0868	56.0119	38.6362	5.1787	1.9630	1.2264	131.9967	44.2774	6.6834	2.5063	2.5063
161.2392	55.6880	40.8576	5.4401	1.6754	1.3041	132.6260	45.9770	13.2626	0.8842	2.6525
161.3916	54.4188	41.5635	5.4925	1.4523	1.3348	136.9258	54.7703	14.1343	2.6502	3.5336
161.5440	56.3139	42.1438	5.4624	1.6008	1.3746	120.1001	40.8674	14.1785	1.6681	1.6681
161.6964	53.4448	39.3519	5.1093	1.5921	1.2818	144.8763	50.3534	12.3675	0.8834	1.7668
161.8488	56.6703	41.6400	5.4200	1.6980	1.3536	114.8410	36.2191	15.9011	2.6502	0.8834
162.0012	56.0533	41.5171	5.3250	1.6422	1.3652	137.7296	43.4057	12.5209	3.3389	5.8431
162.1536	58.9943	44.0856	5.5332	1.6843	1.4737	141.3428	47.7032	8.8339	1.7668	2.6502
162.3060	60.2967	44.6412	5.6993	1.7686	1.4732	146.1988	43.4419	12.5313	1.6708	1.6708
162.4584	58.9916	43.0247	5.7061	1.8038	1.3777	155.4770	43.2862	16.7845	0.8834	0.0000
162.6108	59.9338	42.3898	5.7929	1.9820	1.3236	118.5841	43.3628	14.1593	0.8850	4.4248
162.7632	60.5203	40.8742	5.6631	2.2195	1.2610	151.8094	32.6567	6.1783	3.5305	5.2957
162.9156	63.4089	39.9801	5.5655	2.6468	1.2282	141.4677	53.9346	9.7259	0.8842	0.8842
163.0680	61.8656	35.8906	5.1288	2.9345	1.0764	128.4404	54.2118	11.6764	1.6681	0.8340
163.2204	59.1701	31.1876	4.5998	3.1613	0.9070	116.5049	48.5437	9.7087	2.6478	0.8826
163.3728	58.4307	29.4200	4.5041	3.2774	0.8230	106.9340	51.7962	12.5313	0.8354	4.1771
163.5252	65.7715	31.2356	4.7787	3.9016	0.8745	129.0893	38.9036	15.9151	2.6525	0.8842
163.6776	67.8636	31.1562	4.7415	4.1469	0.8772	168.7279	51.2367	20.3180	1.7668	0.8834
163.8300	69.5619	30.5713	4.5965	4.4049	0.8718	130.1069	48.3867	13.3125	0.0781	3.3477
163.9824	65.9731	29.3822	4.6177	4.1338	0.7984	130.1875	49.6641	10.6348	7.8125	4.3555
164.1348	66.4867	30.0446	4.9305	4.1170	0.7751	138.1094	55.5938	11.8125	1.7578	1.6714
164.2872	66.0817	30.4384	5.0987	4.0267	0.7648	128.3428	46.8594	15.8477	4.4242	1.8086
164.4396	64.1023	30.4970	5.0942	3.7965	0.7691	128.3750	45.8982	14.1225	4.5625	2.5508
164.5920	63.4565	31.7763	5.2563	3.5790	0.8115	120.7969	46.3516	13.5313	6.7656	0.9453
164.7444	60.8551	32.2307	5.3469	3.2338	0.8201	128.5000	51.6328	5.4082	2.7041	1.6914
164.8968	60.2709	32.1201	5.2303	3.1803	0.8367	113.6719	45.5156	7.5938	3.2773	0.9961
165.0492	58.3100	31.5689	5.0933	3.0210	0.8317	123.3203	41.9609	16.0156	2.5508	2.4648
165.2016	58.3420	31.0054	5.1466	3.0883	0.7883	120.6953	44.9219	9.1426	1.9805	1.0391
165.3540	56.7744	28.4674	5.0063	3.1979	0.6683	123.5156	37.5703	9.0820	3.9766	2.4297
165.5064	56.6450	27.2761	4.8484	3.3179	0.6301	116.7188	39.9063	10.9375	1.0781	1.4375
165.6588	56.9025	27.4668	4.7906	3.3254	0.6526	122.0859	33.6865	11.5210	2.6306	5.2612
165.8112	56.2132	29.1240	4.9094	3.0603	0.7257	125.8750	34.3770	11.2227	2.2441	4.6289
165.9636	57.4660	30.8697	5.1561	3.0047	0.7785	117.1953	37.5313	9.7266	1.0146	3.1875
166.1160	57.3018	32.3307	5.2853	2.8210	0.8381	121.4063	48.7383	13.2188	1.5273	5.1016
166.2684	55.8154	33.3660	5.2492	2.5362	0.9055	122.0625	48.6875	9.3516	1.0527	1.5996
166.4208	54.6832	36.2076	5.4847	2.0872	1.0245	105.3125	42.2344	12.0352	1.4063	0.7031
166.5732	55.9575	39.2633	5.8708	1.8860	1.1261	129.6875	45.6055	13.7930	0.3750	0.9375
166.7256	58.0028	42.0687	6.3513	1.8001	1.1945	139.6797	43.7188	11.6523	2.3086	3.9883
166.8780	57.3342	42.0108	6.3688	1.7311	1.1877	136.3906	30.6641	9.1878	4.7734	1.9141
167.0304	55.4854	41.0063	6.1689	1.6357	1.1687	129.6250	36.6875	11.4531	5.4375	0.6211
167.1828	55.0557	39.7649	5.8447	1.7274	1.1605	116.0391	46.8125	17.2813	1.9238	2.7695
167.3352	56.1155	38.2629	5.5536	2.0169	1.1305	122.7500	39.6289	12.8047	2.3867	3.2578
167.4876	58.4122	37.0529	5.3366	2.4130	1.1030	131.9375	43.6563	10.3516	1.4336	2.0332
167.6400	61.2174	35.3935	5.1052	2.9174	1.0521	124.4609	53.6641	13.3136	1.8828	1.3672
167.7924	61.9026	33.5540	4.8453	3.2026	0.9963	123.4688	47.2031	13.2747	3.3359	1.8438
167.9448	60.6679	32.1792	4.6930	3.2184	0.9464	127.8594	40.5234	13.6006	0.5723	1.1094
168.0972	58.6894	31.8789	4.7913	3.0289	0.9094	125.4609	42.6875	12.9844	1.1563	3.5346
168.2496	56.6409	30.8871	4.7136	2.9095	0.8670	121.6563	44.5078	10.3145	3.2383	3.2383
168.4020	55.7462	30.2206	4.5609	2.8837	0.8584	121.2500	41.1875	9.4219	2.0391	2.3457
168.5544	54.2055	30.2937	4.3988	2.7014	0.8947	129.2500	37.5684	10.4609	1.7656	1.4316
168.7068	55.0857	31.7886	4.5784	2.6319	0.9463	110.6563	41.5156	13.6445	2.7559	0.8528
168.8592	56.4041	33.2432	4.8527	2.6165	0.9768	121.5625	43.2656	13.5117	3.0039	1.8242
169.0116	58.2483	34.5057	5.1226	2.6823	0.9969	131.1641	40.7969	11.7578	4.0820	3.4124
169.1640	57.4655	34.8910	5.2413	2.5503	0.9959	123.8438	44.5352	9.6836	2.9258	2.4414
169.3164	57.6523	36.6417	5.5091	2.3736	1.0449	119.1250	42.1445	9.6563	3.0527	0.8552
169.4688	59.1345	38.5439	5.8530	2.3262	1.0877	137.7188	42.0117	12.2969	1.8789	2.2891
169.6212	60.7828	38.9429	5.9900	2.4673	1.0839	138.6563	45.5781	10.2344	1.6289	3.8936
169.7736	61.4307	37.8335	5.9040	2.6658	1.0363	126.1875	50.4766	9.0234	1.8359	2.3203
169.9260	61.9995	36.6935	5.7543	2.8589	0.9995	130.3555	51.8989	14.4766	2.0820	1.6680
170.0784	62.2357	36.8497	5.6951	2.8679	1.0203	133.3281	50.3672	15.9492	3.4414	2.1875
170.2308	61.2754	36.5024	5.5808	2.7987	1.0226	123.9375	50.4297	14.2207	2.1289	1.6694
170.3832	61.5288	36.6767	5.6526	2.8076	1.0186	121.2813	51.3281	9.6406	2.0742	3.3164
170.5356	63.2670	37.5338	5.8737	2.9071	1.0248	132.6797	47.9922	11.3750	2.5430	4.7090
170.6880	63.8789	37.9260	5.9655	2.9320	1.0295	132.6641	49.8281	15.4492	1.2852	2.9961
170.8404	61.3135	37.3921	5.8046	2.7025	1.0302	126.7656	47.1719	12.2969	2.2578	3.1250
170.9928	59.1147	36.4932	5.6063	2.5556	1.0171	119.2031	43.0039	13.8906	1.6328	2.9375
171.1452	59.1628	35.4095	5.3928	2.6835	0.9961	123.3281	43.7598	13.9297	1.8359	1.6687
171.2976	61.3420	34.4652	5.2715	3.0363	0.9651	131.0938	39.8438	12.0645	5.4375	2.7188
171.4500	62.3083	33.1577	5.0903	3.2932	0.9248	132.5670	45.4688	11.9727	3.5000	2.9434
171.6024	61.6780	31.5088	4.9081	3.4083	0.8648	129.2578	48.3203	10.7090	1.8086	1.5273
171.7548	59.5790	29.2004	4.6698	3.4319	0.7775	122.9375	43.8438	15.6406	1.5391	1.3887
171.9072	57.4242	27.2577	4.4306	3.4080	0.7116	113.3125	43.5391	15.7031	3.0313	1.7693
172.0596	55.9075	26.3473	4.2687	3.3395	0.6906	115.9219	38.6094	10.2344	4.7881	2.7402
172.2120	55.7836	26.6051	4.2382	3.2964	0.7116	124.5781	34.1152	8.0962	2.9727	2.9053
172.3644	57.2046	27.5598	4.3359	3.3490	0.7479	119.8750	44.6250	10.3203	1.1699	2.0176
172.5168	60.2042	28.6837	4.5808	3.5610	0.7650	126.2188	43.7969	12.7617	1.9219	1.6676
172.6692	61.1124	28.3601	4.6361	3.7001	0.7352	132.7676	50.3438	11.5195	3.1836	1.7324
172.8216	61.0014	28.0582	4.6561	3.7217	0.7137	121.0938	46.8281	11.3281	3.4014	0.5742
172.9740	61.5709	27.8908	4.6400	3.8049	0.7071	124.4219	40.3086	10.5488	5.0586	2.2891
173.1264	62.9558	28.4841	4.6944	3.8944	0.7309	139.0313	39.2420	17.0000	4.6816	1.5938
173.2788	63.2157	27.7086	4.6434	4.0113	0.6958	134.5781	40.2500	13.3594	4.9727	0.8696
173.4312	62.6874	27.0411	4.6730	4.0271	0.6511	126.6484	40.1885	9.5723	5.0859	2.6445
173.5836	61.2727	27.2916	4.7574	3.8389	0.6490	131.7813	47.5625	14.7188	2.6406	2.8340
173.7360	61.8181	29.7894	5.1390	3.6184	0.7190	125.6875	41.4688	15.4766	1.6945	3.1611
173.8884	62.8235	32.9866	5.5907	3.3708	0.8159	127.7266	45.9219	13.1406	1.6694	3.9668
174.0408	65.3590	35.9401	6.0586	3.3235	0.8954	133.2031	53.9844	14.4375	1.7449	3.0117
174.1932	66.0628	37.3799	6.1878	3.2404	0.9538	135.6738	47.4375	12.2813	3.8242	3.3359
174.3456	63.9870	37.7085	6.1153	2.9687	0.9872	128.1715	49.0075	9.6722	3.5681	2.7226
174.4980	60.9701	37.5927	5.9072	2.6410	1.0216	125.3785	46.0930	12.5078	1.3442	2.5040
174.6504	59.2070	38.2050	5.9374	2.3726	1.0513	121.7345	40.0315	12.5488	5.1561	1.1935
174.8028	58.7227	39.2891	6.0334	2.1955	1.0955	122.3841	41.8978	12.4914	3.8515	2.2109
174.9552	59.5554	40.8445	6.1638	2.1138	1.1603	133.1097	36.3126	11.8262	3.3390	1.8097
175.1076	59.7638	41.0663	6.0791	2.1123	1.1899	135.9113	36.7785	12.2592	4.2457	2.4944
175.2600	59.4349	40.0778	5.8070	2.1868	1.1861	120.8732	46.1261	15.3754	1.3981	4.9105
175.4124	60.1878	38.3090	5.4904	2.4717	1.1457	122.9151	42.5631	13.7070	1.5645	5.7731
175.5648	61.1211	36.8035	5.2295	2.7472	1.1096	131.6247	47.8277	13.2860	1.7577	3.0507
175.7172	60.2809	35.0681	4.9355	2.8484	1.0667	129.0222	44.7416	16.3125	1.6807	2.5210
175.8696	61.9451	36.4762	5.0174	2.8773	1.1325	118.7062	39.7199	16.6817	0.9192	0.2542
176.0220	62.6831	38.1957	5.0848	2.7664	1.2193	144.1864	49.0783	14.4023	3.1092	2.2773
176.1744	64.4953	40.7798	5.2725	2.6792	1.3327	135.1402	50.2869	14.1263	1.8888	1.8234
176.3268	60.7385	39.8520	5.0033	2.3596	1.3319	132.0414	40.7661	14.9623	3.2304	3.2302
176.4792	60.4162	41.0247	4.9934	2.1907	1.4021	119.2051	44.7581	10.2893	2.5487	0.9764
176.6316	59.0132	41.5044	4.9057	1.9780	1.4474	135.2479	46.7420	12.2576	1.7999	0.0383
176.7840	59.0804	41.9485	4.9266	1.9354	1.4691	118.2805	45.1915	10.6803	2.6250	1.7109
176.9364	56.7331	39.2860	4.5471	1.9710	1.3891	111.9847	45.8925	15.7335	2.5077	1.6716
177.0888	55.6167	36.7724	4.2103	2.1289	1.3093	114.7031	52.8736	8.9066	1.7745	0.0198
177.2412	53.4835	34.5650	3.9311	2.1373	1.2359	114.2610	41.7014	11.6758	2.5019	2.5021
177.3936	50.2040	32.7332	3.8348	1.9737	1.1483	107.3727	41.6243	6.7665	0.8448	2.4822
177.5460	51.3960	33.7844	4.1062	1.9896	1.1558	88.3157	35.9123	14.2287	1.6287	0.8732
177.6984	52.0701	34.2083	4.3158	2.0179	1.1391	114.3413	37.0794	15.4988	0.0314	2.4471
177.8508	59.2845	39.3243	5.0136	2.2550	1.2991	94.5669	47.8479	5.8608	0.9190	0.8820
178.0032	59.6643	40.2806	5.1380	2.1898	1.3302	130.6853	50.0393	17.1791	1.6200	0.8819
178.1556	62.3232	43.4133	5.4993	2.1363	1.4412	112.8521	49.6634	12.1257	1.0042	1.7795
178.3080	58.7586	42.3783	5.3534	1.8505	1.4098	117.4612	44.4992	17.9525	3.3518	3.4200
178.4604	61.8990	45.5189	5.7988	1.8505	1.5046	119.3792	38.3520	13.1952	3.4452	4.2459
178.6128	61.8035	46.2760	5.9382	1.7542	1.5212	153.7159	41.9006	12.2654	2.4189	2.5040
178.7652	61.5631	46.4959	5.9802	1.7022	1.5257	130.3416	43.5588	10.6647	1.6681	2.6916
178.9176	58.1753	44.7605	5.7419	1.5155	1.4717	112.7992	45.1397	16.2581	1.7706	4.0673
179.0700	57.6214	44.1539	5.6604	1.5215	1.4525	115.6726	45.7558	18.6167	2.6974	3.2069
179.2224	56.9477	42.2927	5.4658	1.6556	1.3826	121.6858	45.4065	14.6169	3.8881	2.5411
179.3748	57.5833	41.5155	5.3863	1.8152	1.3530	107.4711	47.5342	12.6408	3.1130	3.5314
179.5272	56.7676	39.7337	5.2029	1.9244	1.2855	126.4667	47.9535	14.1521	1.1564	3.0857
179.6796	56.5061	39.5547	5.2198	1.9150	1.2718	109.4259	50.9833	14.6329	2.5024	0.9845
179.8320	55.0788	37.6877	5.0104	1.9647	1.2044	110.4849	42.4697	15.1087	2.0272	1.8292
179.9844	55.8361	36.9924	4.8187	2.1288	1.2018	114.6573	50.5304	9.6959	0.8441	2.3329
180.1368	56.2748	35.5916	4.4773	2.3366	1.1877	123.3427	43.4532	14.1324	3.6404	1.6691
180.2892	55.4099	33.5849	4.0602	2.4656	1.1533	114.7347	43.7016	10.4665	1.4804	1.4804
180.4416	52.9077	30.5066	3.5245	2.5307	1.0799	117.4054	31.0776	8.3122	0.8236	1.1974
180.5940	53.5834	29.0882	3.2052	2.7673	1.0604	110.4299	27.1577	6.2268	1.0079	1.9901
180.7464	56.0409	29.6231	3.1396	2.9845	1.1046	112.0945	38.8286	8.3404	1.6680	0.8340
180.8988	57.0782	29.9803	3.1207	3.0613	1.1291	118.3726	42.3200	9.4770	1.4434	0.8342
181.0512	56.0453	29.7208	3.0873	2.9740	1.1206	98.5473	39.8667	12.7597	1.7736	0.8350
181.2036	55.4960	30.4866	3.2266	2.8254	1.1376	101.6897	35.8052	11.8981	2.9528	1.3223
181.3560	56.9627	33.1121	3.5682	2.6945	1.2230	119.7475	39.7973	9.1642	0.4787	1.7459
181.5084	56.3317	34.6657	3.7429	2.4477	1.2790	114.8733	43.4527	10.4687	1.8692	0.5255
181.6608	53.9023	34.8976	3.7153	2.1470	1.2979	100.7424	40.1046	10.0471	2.2011	1.1229
181.8132	53.2264	35.8607	3.7390	1.9618	1.3493	102.5484	41.0356	11.5061	1.8906	0.2823
181.9656	55.2542	38.5362	3.9809	1.8887	1.4573	115.4379	44.8910	13.4690	1.9218	1.1260
182.1180	55.8217	39.0045	3.9907	1.8999	1.4827	118.6239	47.7575	15.4525	1.1035	1.0703
182.2704	55.6862	38.5815	3.9608	1.9324	1.4640	109.3287	44.7921	10.1879	0.9961	0.9338
182.4228	55.6376	38.1612	3.9562	1.9744	1.4404	114.1839	45.8519	9.0627	0.9611	2.5047
182.5752	57.1962	39.5338	4.2103	1.9954	1.4701	116.4066	48.3732	10.4536	2.5020	2.8292
182.7276	56.7681	40.4513	4.4150	1.8433	1.4831	119.0668	44.9831	13.9961	1.8280	3.3350
182.8800	56.1748	40.8894	4.5631	1.7268	1.4793	122.1252	34.4688	14.2347	0.8336	3.3344
183.0324	56.7133	41.9980	4.7852	1.6624	1.5000	124.0859	34.5637	16.6575	0.8160	2.2461
183.1848	58.1240	43.8802	5.1240	1.6092	1.5426	123.4455	44.3745	15.1954	1.1758	1.9102
183.3372	57.8403	45.0705	5.4249	1.4426	1.5524	125.3193	39.8904	15.5158	1.6297	2.5506
183.4896	55.7832	44.4526	5.4783	1.2801	1.5059	117.3431	38.3833	16.7145	2.0058	1.2364
183.6420	55.5899	44.6653	5.6361	1.2342	1.4871	112.2515	42.1334	13.8828	1.6915	1.9337
183.7944	56.6230	45.9333	5.8476	1.2076	1.5191	124.9534	47.0313	13.3847	2.4220	2.4413
183.9468	58.4219	47.2954	5.9968	1.2570	1.5690	127.4379	47.6560	12.5505	3.3514	1.6708
184.0992	59.6492	48.1646	5.9510	1.2974	1.6286	130.8445	45.5550	10.4377	2.0849	1.6710
184.2516	58.7179	46.4676	5.5341	1.3839	1.6122	137.2055	48.4210	11.7385	1.6687	2.9648
184.4040	58.2032	45.1826	5.2177	1.4710	1.5999	124.9065	41.2508	13.3381	1.6673	2.8515
184.5564	58.0437	42.7932	4.9263	1.7229	1.5184	127.0942	47.6884	9.5312	1.6199	2.0459
184.7088	58.5496	41.1688	4.8444	1.9636	1.4400	131.1560	55.1077	8.8127	1.6291	2.4440
184.8612	58.0115	39.3960	4.7773	2.1030	1.3500	129.3200	40.9682	10.8515	1.2004	3.4432
185.0136	57.3621	38.9902	4.8535	2.0755	1.3113	127.1104	36.3756	11.3291	2.7461	2.2616
185.1660	58.4063	40.1089	5.1533	2.0671	1.3172	135.8123	41.2034	11.6921	2.7107	1.3233
185.3184	60.3194	40.6963	5.4326	2.2169	1.2962	134.4378	43.5587	13.6719	1.1718	2.1659
185.4708	60.5376	39.2073	5.4396	2.4097	1.2081	136.5297	44.7238	14.0584	0.8077	1.4609
185.6232	59.5761	37.1613	5.2536	2.5323	1.1257	123.9991	53.7804	12.3520	1.8476	0.8174
185.7756	58.8112	36.1069	5.1274	2.5650	1.0892	116.4153	46.8745	16.2809	1.4258	1.3046
185.9280	57.7547	35.5919	5.0132	2.5038	1.0818	126.5303	42.5314	13.7810	1.3535	0.5686
186.0804	57.8437	35.6187	5.0027	2.5108	1.0855	118.6882	43.7080	12.0115	1.6107	2.5781
186.2328	58.7531	36.3882	5.0288	2.5266	1.1251	124.7521	43.4425	10.3518	3.2968	2.4453
186.3852	60.8988	37.1836	5.0257	2.6792	1.1720	141.9375	42.3400	12.0082	2.4882	2.2355
186.5376	60.1479	36.4595	4.8236	2.6761	1.1698	141.6372	43.4963	15.0429	2.1513	3.4999
186.6900	57.0082	34.0837	4.5216	2.5898	1.0912	113.6240	45.3591	14.6615	1.3009	2.9395
186.8424	55.9684	33.0421	4.4389	2.5900	1.0468	105.3856	43.4449	9.4530	2.5980	3.6776
186.9948	58.6188	33.7479	4.6033	2.8097	1.0554	128.3126	40.1180	8.1018	5.7303	2.3671
187.1472	62.1410	35.3769	4.8488	3.0236	1.1018	128.7491	46.3909	9.7624	4.6911	1.6054
187.2996	63.5558	35.2089	4.9014	3.2024	1.0816	121.0246	48.5777	15.6557	2.2539	1.6471
187.4520	63.3928	34.1290	4.8864	3.3060	1.0217	130.1246	45.3279	10.8909	2.1980	2.7930
187.6044	64.0352	33.0688	4.8582	3.4984	0.9655	126.4854	43.5899	13.5229	0.5627	2.6581
187.7568	61.1895	31.5927	4.7038	3.3436	0.9101	135.0914	44.0384	9.5002	1.8398	1.7870
187.9092	61.9611	32.3561	4.8457	3.3446	0.9265	116.0642	38.2985	11.5313	1.8173	0.9932
188.0616	62.5733	33.3905	5.0392	3.2969	0.9485	130.1255	51.3748	11.8546	1.0050	1.5002
188.2140	66.9279	35.9747	5.5063	3.4969	1.0066	134.5497	49.5471	13.1013	2.0765	2.8770
188.3664	65.4946	36.1173	5.5640	3.3188	1.0035	141.9188	51.1089	10.6336	4.5310	3.3069
188.5188	63.9490	37.6402	5.6439	2.9722	1.0764	116.4382	47.5547	16.9372	2.2304	1.2578
188.6712	59.0186	37.3401	5.3655	2.4491	1.1140	122.2485	47.4404	14.8512	1.6693	1.5381
188.8236	57.8101	38.5550	5.3482	2.1753	1.1882	109.9383	39.3444	11.5158	2.2677	1.5927
188.9760	54.3039	37.0373	5.0296	1.9506	1.1627	116.7962	44.8117	12.9448	3.3749	0.2130
189.1284	55.3896	37.3396	5.0143	2.0392	1.1834	111.1739	37.8590	8.9456	2.6289	1.4649
189.2808	54.7499	37.2202	4.8826	1.9804	1.2025	127.5308	35.0234	11.4685	2.3883	2.2930
189.4332	56.3269	38.4043	5.0243	2.0248	1.2434	124.1709	35.0343	9.4569	1.7413	2.4910
189.5856	58.1309	39.6211	5.2119	2.0911	1.2772	116.0798	44.1405	8.7338	2.3066	3.1007
189.7380	59.5548	39.6180	5.2161	2.2523	1.2762	129.7174	43.4981	12.2112	1.7226	4.0898
189.8904	58.8974	39.5177	5.0653	2.1894	1.3002	118.4050	44.1124	14.0525	1.6668	3.3909
